Family,Genus,Species,Data_type,Size_sd,Size_Est,P4_sd,P4_Est,m1_sd,m1_Est
Hyanidae,Chasmaporthetes,nitidula,Inferred_teeth,0.279,1.674,0,1.494,0,1.431
Hyanidae,Chasmaporthetes,ossifragus,Inferred_teeth,0.278,1.667,0.047,1.518,0,1.402
Hyanidae,Crocuta,crocuta,Measured,0,1.799,0,1.557,0,1.447
Hyanidae,Crocuta,eturono,Inferred_teeth,0.223,1.927,0,1.613,0,1.516
Hyanidae,Hyaena,abronia,Inferred_teeth,0.231,1.457,0,1.427,0,1.314
Hyanidae,Hyaena,hyaena,Measured,0,1.62,0,1.469,0,1.31
Hyanidae,Hyaenictis,almerai,Inferred_teeth,0.228,1.703,0,1.574,0,1.38
Hyanidae,Hyaenictis,graeca,Inferred_teeth,0.245,1.724,0.043,1.549,0,1.42
Hyanidae,Hyaenictis,hendeyi,Inferred_teeth,0.26,1.674,0.04,1.522,0,1.405
Hyanidae,Hyaenictis,preforfex,Inferred_teeth,0.26,1.376,0,1.398,0,1.279
Hyanidae,Hyaenictis,wehaietu,Inferred_teeth,0.255,1.539,0,1.45,0,1.362
Hyanidae,Hyaenictitherium,hyaenoides,Inferred_teeth,0.259,1.517,0,1.455,0,1.34
Hyanidae,Hyaenictitherium,minimum,Inferred_teeth,0.255,1.134,0,1.279,0,1.193
Hyanidae,Hyaenictitherium,namaquensis,Inferred_teeth,0.281,1.595,0,1.49,0,1.371
Hyanidae,Hyaenictitherium,parvum,Inferred_teeth,0.255,1.527,0,1.456,0,1.348
Hyanidae,Hyaenictitherium,pilgrimi,Inferred_teeth,0.252,1.525,0,1.457,0.039,1.345
Hyanidae,Hyaenictitherium,wongii,Inferred_teeth,0.262,1.415,0,1.407,0,1.303
Hyanidae,Ictitherium,ebu,Inferred_teeth,0.282,1.325,0,1.373,0.054,1.262
Hyanidae,Ictitherium,iberium,Inferred_teeth,0.258,1.239,0,1.342,0,1.22
Hyanidae,Ictitherium,intuberculatum,Inferred_teeth,0.266,1.391,0,1.4,0,1.29
Hyanidae,Ictitherium,kurteni,Inferred_teeth,0.263,1.289,0,1.358,0.046,1.247
Hyanidae,Ictitherium,pannonicum,Inferred_teeth,0.257,1.433,0,1.422,0,1.304
Hyanidae,Ictitherium,tauricum,Inferred_teeth,0.235,1.127,0.04,1.292,0,1.176
Hyanidae,Ictitherium,viverrinum,Inferred_teeth,0.266,1.23,0,1.314,0,1.24
Hyanidae,Lycyaena,choeretis,Inferred_teeth,0.254,1.619,0,1.52,0,1.364
Hyanidae,Lycyaena,crusafonti,Inferred_teeth,0.274,1.633,0.051,1.507,0,1.386
Hyanidae,Lycyaena,dubia,Inferred_teeth,0.256,1.604,0,1.506,0,1.363
Hyanidae,Lycyaena,macrostoma,Inferred_teeth,0.25,1.599,0.044,1.494,0,1.371
Hyanidae,Lycyaenops,rhomboideae,Inferred_teeth,0.265,1.744,0.053,1.549,0,1.436
Hyanidae,Lycyaenops,silberbergi,Inferred_teeth,0.282,1.733,0.058,1.544,0,1.431
Hyanidae,Metahyaena,confector,Inferred_teeth,0.216,1.327,0.041,1.382,0,1.253
Hyanidae,Miohyaenotherium,bessarabicum,Inferred_teeth,0.269,1.5,0,1.455,0,1.327
Hyanidae,Pachycrocuta,brevirostris,Inferred_teeth,0.267,1.852,0,1.614,0,1.465
Hyanidae,Palinhyena,reperta,Inferred_teeth,0.196,1.461,0,1.429,0,1.319
Hyanidae,Parahyaena,brunnea,Measured,0,1.508,0,1.534,0,1.368
Hyanidae,Parahyaena,howelli,Inferred_teeth,0.204,1.582,0,1.497,0,1.387
Hyanidae,Pliocrocuta,perrieri,Inferred_teeth,0.267,1.687,0,1.546,0,1.395
Hyanidae,Plioviverrops,faventinus,Inferred_teeth,0.29,0.678,0,1.051,0,1.032
Hyanidae,Plioviverrops,gaudryi,Inferred_teeth,0.288,0.801,0.053,1.125,0,1.063
Hyanidae,Plioviverrops,gervaisi,Inferred_teeth,0.208,0.489,0.036,1.013,0,0.914
Hyanidae,Plioviverrops,guerini,Inferred_teeth,0.288,0.839,0.053,1.14,0,1.079
Hyanidae,Plioviverrops,orbignyi,Inferred_teeth,0.279,0.492,0,0.975,0,0.952
Hyanidae,Proteles,amplidentus,Inferred_Phylogeny,0.367,1.113,0.142,1.302,0.141,1.195
Hyanidae,Proteles,cristata,Measured,0,1,0.106,1.271,0.105,1.164
Hyanidae,Protictitherium,aegaeum,Inferred_teeth,0.29,1.017,0.048,1.204,0,1.161
Hyanidae,Protictitherium,cingulatum,Inferred_teeth,0.26,0.715,0.044,1.087,0,1.025
Hyanidae,Protictitherium,crassum,Inferred_teeth,0.286,1.067,0,1.265,0,1.147
Hyanidae,Protictitherium,csakvarense,Inferred_Phylogeny,0.354,0.814,0.099,1.121,0.096,1.073
Hyanidae,Protictitherium,gaillardi,Inferred_teeth,0.278,0.845,0.055,1.154,0,1.069
Hyanidae,Protictitherium,intermedium,Inferred_teeth,0.276,0.662,0.052,1.073,0,0.995
Hyanidae,Protictitherium,llopisi,Inferred_teeth,0.28,0.877,0.044,1.148,0,1.1
Hyanidae,Protictitherium,punixum,Inferred_teeth,0.27,0.528,0,1,0.043,0.955
Hyanidae,Protictitherium,sumegense,Inferred_Phylogeny,0.351,0.785,0.1,1.112,0.098,1.059
Hyanidae,Protictitherium,thessalonikensis,Inferred_teeth,0.269,0.757,0,1.09,0,1.057
Hyanidae,Thalassictis,certa,Inferred_teeth,0.236,1.283,0.041,1.348,0,1.249
Hyanidae,Thalassictis,montadai,Inferred_teeth,0.251,1.403,0.044,1.397,0,1.301
Hyanidae,Thalassictis,proava,Inferred_teeth,0.226,1.182,0.04,1.307,0,1.205
Hyanidae,Thalassictis,robusta,Inferred_teeth,0.292,1.269,0.057,1.342,0,1.243
Hyanidae,Thalassictis,sarmatica,Inferred_teeth,0.248,1.267,0,1.342,0.044,1.241
Hyanidae,Thalassictis,spelaea,Inferred_teeth,0.262,1.263,0,1.342,0,1.239
Hyanidae,Tongxinictis,primordialis,Inferred_teeth,0.221,1.443,0,1.423,0.04,1.31
Hyanidae,Tungurictis,spocki,Inferred_teeth,0.238,0.778,0,1.146,0,1.025
Hyanidae,Werdelinus,africanus,Inferred_teeth,0.215,1.659,0.04,1.526,0,1.398
Mephetidae,Brachyopsigale,dubius,Inferred_Phylogeny,0.369,-0.062,0.126,0.815,0.125,0.884
Mephetidae,Brachyprotoma,obtusata,Inferred_teeth,0.25,-0.139,0,0.785,0,0.848
Mephetidae,Buisnictis,breviramus,Inferred_teeth,0.307,-0.302,0.048,0.689,0,0.74
Mephetidae,Buisnictis,burrowsi,Inferred_teeth,0.305,-0.321,0.05,0.682,0,0.732
Mephetidae,Buisnictis,meadensis,Inferred_teeth,0.297,-0.188,0,0.74,0,0.786
Mephetidae,Buisnictis,metabatos,Inferred_teeth,0.293,-0.322,0,0.681,0,0.732
Mephetidae,Conepatus,chinga,Measured,0,0.283,0.074,0.947,0.073,1.064
Mephetidae,Conepatus,humboldtii,Measured,0,-0.484,0.069,0.744,0.068,0.862
Mephetidae,Conepatus,leuconotus,Measured,0,0.544,0,0.863,0,1.009
Mephetidae,Conepatus,sanmiguelensis,Inferred_teeth,0.186,0.242,0,0.906,0,1.019
Mephetidae,Conepatus,semistriatus,Measured,0,0.079,0,0.968,0,1.09
Mephetidae,Martinogale,alveodens,Inferred_teeth,0.294,-0.283,0.052,0.685,0,0.74
Mephetidae,Martinogale,chisoensis,Inferred_teeth,0.287,-0.063,0.044,0.775,0,0.835
Mephetidae,Martinogale,faulli,Inferred_teeth,0.278,-0.392,0,0.643,0,0.69
Mephetidae,Martinogale,nambiana,Inferred_Phylogeny,0.311,-0.032,0.104,0.8,0.108,0.874
Mephetidae,Mephitis,macroura,Measured,0,-0.096,0.084,0.803,0.078,0.872
Mephetidae,Mephitis,mephitis,Measured,0,0.319,0.055,0.898,0,0.961
Mephetidae,Mesomephitis,medius,Inferred_teeth,0.26,-0.029,0.06,0.736,0,0.806
Mephetidae,Miomephitis,pilgrimi,Inferred_teeth,0.232,0.262,0.043,0.866,0,0.949
Mephetidae,Mydaus,javanensis,Measured,0,0.398,0.111,0.881,0.105,0.957
Mephetidae,Mydaus,marchei,Measured,0,0.15,0.111,0.811,0.105,0.887
Mephetidae,Nannomephitis,crassidens,Inferred_Phylogeny,0.318,0.199,0.116,0.825,0.107,0.901
Mephetidae,Osmotherium,spelaeum,Inferred_teeth,0.239,0.232,0.057,0.922,0,1
Mephetidae,Plesiomeles,cajali,Inferred_teeth,0.259,0.245,0.061,0.846,0,0.924
Mephetidae,Pliogale,furlongi,Inferred_teeth,0.289,-0.29,0.06,0.686,0,0.748
Mephetidae,Pliogale,manka,Inferred_teeth,0.242,0.114,0.048,0.849,0,0.924
Mephetidae,Promephitis,alexeevi,Inferred_teeth,0.318,0.425,0.053,0.917,0,1.025
Mephetidae,Promephitis,brevirostris,Inferred_teeth,0.316,0.252,0.046,0.842,0,0.954
Mephetidae,Promephitis,hootoni,Inferred_teeth,0.303,0.225,0,0.826,0,0.948
Mephetidae,Promephitis,lartetii,Inferred_teeth,0.308,0.259,0,0.903,0,0.903
Mephetidae,Promephitis,maeotica,Inferred_teeth,0.317,0.409,0.047,0.908,0,1.021
Mephetidae,Promephitis,majori,Inferred_teeth,0.308,0.082,0,0.756,0,0.898
Mephetidae,Promephitis,malustenensis,Inferred_teeth,0.325,0.237,0.047,0.83,0,0.954
Mephetidae,Promephitis,maxima,Inferred_teeth,0.324,0.542,0,0.924,0,1.114
Mephetidae,Promephitis,parvus,Inferred_teeth,0.298,-0.013,0,0.732,0,0.842
Mephetidae,Promephitis,pristinidens,Inferred_teeth,0.298,0.113,0,0.785,0.04,0.895
Mephetidae,Promephitis,qinensis,Inferred_teeth,0.276,0.146,0,0.799,0,0.908
Mephetidae,Spilogale,angustifrons,Measured,0,-0.412,0.064,0.759,0.063,0.824
Mephetidae,Spilogale,gracilis,Measured,0,-0.282,0,0.788,0,0.85
Mephetidae,Spilogale,microdens,Inferred_teeth,0.176,-0.412,0.038,0.741,0,0.799
Mephetidae,Spilogale,putorius,Measured,0,-0.467,0,0.778,0,0.857
Mephetidae,Spilogale,pygmaea,Measured,0,-0.629,0.069,0.687,0.068,0.747
Mephetidae,Spilogale,rexroadi,Inferred_teeth,0.182,-0.501,0,0.716,0,0.748
Miacidae,Dawsonicyon,isami,Inferred_teeth,0.281,0.287,0,0.847,0,0.797
Miacidae,Dormaalocyon,latouri,Inferred_teeth,0.279,-0.131,0.052,0.656,0,0.623
Miacidae,Eogale,parydros,Inferred_Phylogeny,0.39,0.29,0.127,0.836,0.125,0.804
Miacidae,Gracilocyon,rosei,Inferred_Phylogeny,0.335,-0.215,0.089,0.621,0.082,0.595
Miacidae,Gracilocyon,rundlei,Inferred_teeth,0.271,-0.282,0.044,0.593,0,0.566
Miacidae,Gracilocyon,solei,Inferred_teeth,0.289,-0.431,0.05,0.533,0,0.501
Miacidae,Gracilocyon,winkleri,Inferred_teeth,0.266,-0.093,0.043,0.67,0,0.648
Miacidae,Messelogale,kessleri,Inferred_teeth,0.296,-0.41,0.06,0.56,0,0.491
Miacidae,Miacis,deutschi,Inferred_teeth,0.255,-0.015,0,0.699,0,0.69
Miacidae,Miacis,exiguus,Inferred_teeth,0.294,0.195,0,0.799,0,0.74
Miacidae,Miacis,gracilis,Inferred_teeth,0.331,0.611,0,0.979,0.064,0.931
Miacidae,Miacis,hookwayi,Inferred_teeth,0.333,0.317,0.063,0.85,0,0.813
Miacidae,Miacis,igniculus,Inferred_Phylogeny,0.38,0.294,0.124,0.837,0.122,0.805
Miacidae,Miacis,invictus,Inferred_Phylogeny,0.528,0.369,0.179,0.87,0.177,0.837
Miacidae,Miacis,latidens,Inferred_teeth,0.294,0.216,0.058,0.81,0,0.775
Miacidae,Miacis,medius,Inferred_Phylogeny,0.493,0.452,0.17,0.905,0.175,0.867
Miacidae,Miacis,parvivorus,Inferred_teeth,0.29,0.375,0,0.872,0,0.845
Miacidae,Miacis,petilus,Measured,0,0.114,0.055,0.786,0,0.763
Miacidae,Miacis,sylvestris,Inferred_teeth,0.257,0.14,0.052,0.775,0,0.724
Miacidae,Miacis,washakius,Inferred_Phylogeny,0.5,0.467,0.172,0.912,0.177,0.873
Miacidae,Miocyon,magnus,Inferred_Phylogeny,0.462,0.787,0.134,1.017,0.135,1.039
Miacidae,Miocyon,major,Inferred_teeth,0.288,0.764,0.038,1.011,0,1.025
Miacidae,Miocyon,scotti,Inferred_teeth,0.324,0.995,0,1.083,0,1.146
Miacidae,Miocyon,uintensis,Inferred_Phylogeny,0.379,0.777,0.097,1.014,0.098,1.033
Miacidae,Miocyon,vallisrubrae,Inferred_teeth,0.313,0.905,0,1.068,0,1.086
Miacidae,Oodectes,herpestoides,Inferred_teeth,0.307,-0.101,0.047,0.662,0,0.649
Miacidae,Oodectes,jepseni,Inferred_teeth,0.267,-0.124,0,0.648,0,0.643
Miacidae,Palaearctonyx,meadi,Inferred_teeth,0.284,0.236,0,0.778,0.06,0.743
Miacidae,Paramiacis,exilis,Inferred_teeth,0.374,-0.209,0.057,0.625,0,0.597
Miacidae,Paramiacis,teilharti,Inferred_teeth,0.373,0.007,0.057,0.712,0,0.69
Miacidae,Paroodectes,feisti,Inferred_teeth,0.306,0.002,0,0.708,0,0.69
Miacidae,Procynodictis,progressus,Inferred_teeth,0.271,0.713,0,1.025,0,0.954
Miacidae,Procynodictis,vulpiceps,Inferred_teeth,0.279,0.589,0,0.959,0.054,0.915
Miacidae,Prodaphaenus,scotti,Inferred_teeth,0.33,0.837,0.062,1.06,0,1.041
Miacidae,Prohesperocyon,wilsoni,Inferred_teeth,0.352,0.615,0,0.959,0,0.959
Miacidae,Quercygale,angustidens,Inferred_teeth,0.325,0.731,0.073,1.025,0,1.004
Miacidae,Quercygale,hastingsiae,Inferred_teeth,0.346,0.69,0.078,1.009,0,0.987
Miacidae,Quercygale,helvetica,Inferred_teeth,0.298,0.466,0.067,0.918,0,0.889
Miacidae,Quercygale,smithi,Inferred_teeth,0.295,0.312,0.066,0.856,0,0.822
Miacidae,Simamphicyon,helveticus,Inferred_Phylogeny,0.534,0.363,0.168,0.875,0.17,0.85
Miacidae,Tapocyon,robustus,Inferred_teeth,0.313,1.162,0,1.217,0.071,1.15
Miacidae,Uintacyon,acutus,Inferred_Phylogeny,0.488,0.343,0.153,0.869,0.152,0.841
Miacidae,Uintacyon,asodes,Inferred_teeth,0.302,0.417,0.047,0.902,0,0.869
Miacidae,Uintacyon,bathygnathus,Inferred_teeth,0.321,0.806,0.051,1.056,0,1.041
Miacidae,Uintacyon,edax,Inferred_Phylogeny,0.444,0.369,0.136,0.883,0.137,0.848
Miacidae,Uintacyon,gingerichi,Inferred_teeth,0.282,-0.028,0,0.716,0,0.681
Miacidae,Uintacyon,hookeri,Inferred_teeth,0.301,-0.158,0,0.645,0,0.641
Miacidae,Uintacyon,jugulans,Inferred_Phylogeny,0.473,0.285,0.15,0.846,0.149,0.815
Miacidae,Uintacyon,massetericus,Inferred_teeth,0.282,0.376,0.044,0.886,0,0.851
Miacidae,Uintacyon,pugnax,Inferred_Phylogeny,0.467,0.306,0.148,0.854,0.148,0.824
Miacidae,Uintacyon,rudis,Inferred_teeth,0.272,0.229,0,0.848,0,0.767
Miacidae,Uintacyon,vorax,Inferred_Phylogeny,0.472,0.238,0.147,0.829,0.146,0.792
Miacidae,Vassacyon,bowni,Inferred_Phylogeny,0.384,0.305,0.125,0.843,0.123,0.81
Miacidae,Vassacyon,prieuri,Inferred_teeth,0.239,0.116,0.04,0.755,0,0.73
Miacidae,Vassacyon,promicrodon,Inferred_teeth,0.269,0.51,0.046,0.911,0,0.899
Miacidae,Vassacyon,taxidiotis,Inferred_teeth,0.286,0.298,0.05,0.826,0,0.808
Miacidae,Vulpavus,australis,Inferred_teeth,0.275,0.335,0.059,0.812,0,0.778
Miacidae,Vulpavus,canavus,Measured,0,0.653,0.096,0.894,0.092,0.858
Miacidae,Vulpavus,farsonensis,Inferred_teeth,0.282,-0.082,0.062,0.639,0,0.591
Miacidae,Vulpavus,hargeri,Inferred_Phylogeny,0.387,0.288,0.128,0.789,0.122,0.753
Miacidae,Vulpavus,ovatus,Inferred_Phylogeny,0.382,0.242,0.128,0.77,0.124,0.732
Miacidae,Vulpavus,palustris,Inferred_teeth,0.286,0.457,0.062,0.857,0,0.826
Miacidae,Vulpavus,profectus,Inferred_Phylogeny,0.386,0.29,0.126,0.79,0.12,0.753
Miacidae,Xinyuictis,lushiensis,Inferred_teeth,0.359,0.625,0.053,0.988,0,0.959
Miacidae,Xinyuictis,tenius,Inferred_teeth,0.295,-0.072,0,0.708,0,0.653
Miacidae,Xinyuictis,thailandicus,Inferred_Phylogeny,0.507,0.351,0.148,0.876,0.146,0.839
Miacidae,Zodiocyon,zetesios,Inferred_Phylogeny,0.383,0.222,0.109,0.824,0.11,0.783
Mustelidae,Algarolutra,majori,Inferred_teeth,0.207,0.987,0,1.14,0,1.152
Mustelidae,Anatolictis,laevicaninus,Inferred_teeth,0.22,0.325,0.048,0.968,0,1.041
Mustelidae,Aonyx,capensis,Measured,0,1.279,0,1.124,0,1.262
Mustelidae,Aonyx,cinerea,Measured,0,0.243,0.075,0.869,0.073,0.983
Mustelidae,Aonyx,congicus,Measured,0,1.377,0.068,1.178,0.066,1.297
Mustelidae,Aonyx,indicus,Inferred_teeth,0.193,1.064,0.042,1.117,0,1.236
Mustelidae,Arctomeles,dimolodontus,Inferred_teeth,0.311,0.92,0,1.072,0.056,1.27
Mustelidae,Arctomeles,ferus,Inferred_Phylogeny,0.389,0.576,0.11,0.901,0.105,1.15
Mustelidae,Arctomeles,gennevauxi,Inferred_teeth,0.302,0.875,0.051,1.024,0,1.279
Mustelidae,Arctomeles,pliocaenicus,Inferred_teeth,0.307,0.232,0.052,0.762,0,1
Mustelidae,Arctomeles,sotnikovae,Inferred_teeth,0.307,0.585,0,0.863,0,1.193
Mustelidae,Arctomeles,suillus,Inferred_Phylogeny,0.402,0.57,0.115,0.899,0.111,1.147
Mustelidae,Arctonyx,albogularis,Measured,0,0.845,0.089,0.934,0.087,1.156
Mustelidae,Arctonyx,collaris,Measured,0,0.803,0.089,0.922,0.087,1.144
Mustelidae,Arctonyx,hoevenii,Measured,0,0.846,0.089,0.934,0.087,1.156
Mustelidae,Baranogale,adroveri,Inferred_teeth,0.23,0.11,0.056,0.894,0,0.991
Mustelidae,Baranogale,balkanica,Inferred_teeth,0.258,-0.48,0.064,0.65,0,0.74
Mustelidae,Baranogale,helbingi,Inferred_teeth,0.257,-0.17,0.064,0.775,0,0.875
Mustelidae,Brachypsalis,hyaenoides,Inferred_teeth,0.316,0.894,0,1.149,0.045,1.123
Mustelidae,Brachypsalis,matutinus,Inferred_teeth,0.292,0.847,0.042,1.129,0,1.104
Mustelidae,Brachypsalis,modicus,Inferred_teeth,0.311,0.973,0.048,1.18,0,1.158
Mustelidae,Brachypsalis,pachycephalus,Inferred_teeth,0.302,0.974,0,1.188,0,1.152
Mustelidae,Cernictis,hesperus,Inferred_teeth,0.252,0.212,0.058,0.933,0,1.025
Mustelidae,Cernictis,repenningi,Inferred_teeth,0.247,0.294,0.057,0.966,0,1.061
Mustelidae,Chamitaxus,avitus,Inferred_teeth,0.263,0.49,0,0.903,0.041,0.982
Mustelidae,Craterogale,simus,Inferred_teeth,0.246,0.343,0,0.886,0.041,0.965
Mustelidae,Cyrnaonyx,antiqua,Inferred_teeth,0.22,0.885,0,1.057,0,1.146
Mustelidae,Dinogale,siouxensis,Inferred_teeth,0.193,0.333,0.041,0.947,0,1.021
Mustelidae,Djourabus,dabba,Inferred_teeth,0.255,1.291,0.055,1.229,0,1.32
Mustelidae,Eira,barbara,Measured,0,0.592,0,1.021,0,1.037
Mustelidae,Eirictis,robusta,Inferred_teeth,0.239,0.514,0,1.117,0,1.223
Mustelidae,Ekorus,ekakoran,Inferred_teeth,0.222,1.273,0.044,1.292,0,1.32
Mustelidae,Enhydra,lutris,Measured,0,1.371,0.063,1.137,0,1.199
Mustelidae,Enhydra,reevei,Inferred_teeth,0.202,1.145,0.062,1.097,0,1.164
Mustelidae,Enhydrictis,ardea,Inferred_teeth,0.266,0.308,0,0.993,0,1.081
Mustelidae,Enhydrictis,galictoides,Inferred_teeth,0.269,0.376,0,1.02,0,1.111
Mustelidae,Enhydriodon,afman,Inferred_teeth,0.279,1.458,0.05,1.309,0,1.42
Mustelidae,Enhydriodon,dikikae,Inferred_teeth,0.273,1.507,0,1.322,0,1.447
Mustelidae,Enhydriodon,falconeri,Inferred_teeth,0.278,1.108,0,1.17,0.053,1.265
Mustelidae,Enhydriodon,sivalensis,Inferred_teeth,0.292,1.269,0,1.233,0.052,1.337
Mustelidae,Enhydritherium,terraenovae,Inferred_teeth,0.27,1.044,0.06,1.136,0,1.217
Mustelidae,Eomellivora,fricki,Inferred_teeth,0.26,1.489,0,1.391,0,1.423
Mustelidae,Eomellivora,hungarica,Inferred_teeth,0.28,1.43,0.044,1.365,0,1.4
Mustelidae,Eomellivora,NorthAmerica,Inferred_Phylogeny,0.39,1.225,0.12,1.281,0.119,1.313
Mustelidae,Eomellivora,piveteaui,Inferred_teeth,0.256,1.32,0,1.328,0,1.344
Mustelidae,Eomellivora,tugenensis,Inferred_teeth,0.244,1.075,0,1.215,0.038,1.251
Mustelidae,Eomellivora,ursogulo,Inferred_teeth,0.265,1.38,0,1.346,0,1.377
Mustelidae,Eomellivora,wimani,Inferred_teeth,0.287,1.427,0.048,1.363,0,1.399
Mustelidae,Erokomellivora,lothagamensis,Inferred_Phylogeny,0.33,0.927,0.108,1.152,0.107,1.168
Mustelidae,Ferinestrix,rapax,Inferred_teeth,0.331,1.22,0.071,1.299,0,1.435
Mustelidae,Ferinestrix,vorax,Inferred_teeth,0.329,1.234,0.07,1.305,0,1.441
Mustelidae,Galictis,cuja,Measured,0,0,0.107,0.882,0.103,0.983
Mustelidae,Galictis,vittata,Measured,0,0.505,0.107,1.024,0.102,1.125
Mustelidae,Grivamephitis,meini,Inferred_teeth,0.257,-0.06,0.06,0.728,0,0.813
Mustelidae,Grivamephitis,pusilla,Inferred_teeth,0.266,-0.264,0.062,0.645,0,0.724
Mustelidae,Gulo,gulo,Measured,0,1.231,0,1.303,0,1.326
Mustelidae,Hoplictis,anatolicus,Inferred_teeth,0.262,0.933,0.046,1.149,0,1.207
Mustelidae,Hoplictis,florancei,Inferred_teeth,0.235,0.895,0.038,1.134,0,1.19
Mustelidae,Hoplictis,grangerensis,Inferred_teeth,0.282,1.114,0.052,1.222,0,1.286
Mustelidae,Hoplictis,noueli,Inferred_teeth,0.228,1.005,0,1.179,0,1.238
Mustelidae,Howellictis,valentini,Inferred_teeth,0.22,0.562,0,1.011,0,1.004
Mustelidae,Hydrictis,maculicollis,Measured,0,0.602,0.101,1.012,0.1,1.094
Mustelidae,Iberictis,azanzae,Inferred_teeth,0.188,0.916,0,1.204,0,1.204
Mustelidae,Iberictis,buloti,Inferred_teeth,0.189,0.792,0,1.118,0,1.184
Mustelidae,Ictonyx,libycus,Measured,0,0.314,0.095,0.949,0.085,1.049
Mustelidae,Ictonyx,striatus,Measured,0,0.114,0.095,0.893,0.085,0.992
Mustelidae,Ischyrictis,bezaniensis,Inferred_teeth,0.236,0.8,0.042,1.095,0,1.149
Mustelidae,Ischyrictis,helbingi,Inferred_teeth,0.269,1.339,0.051,1.313,0,1.384
Mustelidae,Ischyrictis,petteri,Inferred_Phylogeny,0.381,1.124,0.116,1.226,0.111,1.29
Mustelidae,Ischyrictis,zibethoides,Inferred_teeth,0.264,0.992,0.05,1.173,0,1.233
Mustelidae,Kinometaxia,guangpui,Inferred_teeth,0.241,0.594,0,1,0.044,1.062
Mustelidae,Laphictis,mustelinus,Inferred_teeth,0.269,0.804,0.049,1.095,0,1.152
Mustelidae,Laphictis,vorax,Inferred_teeth,0.216,0.552,0,0.989,0,1.047
Mustelidae,Lartetictis,dubia,Inferred_teeth,0.26,0.789,0,1.09,0,1.169
Mustelidae,Leptarctus,ancipidens,Inferred_teeth,0.26,0.5,0,0.954,0,1.029
Mustelidae,Leptarctus,bozemanensis,Inferred_teeth,0.305,0.492,0.05,0.948,0,1.029
Mustelidae,Leptarctus,desuii,Inferred_teeth,0.313,0.52,0,0.959,0.052,1.041
Mustelidae,Leptarctus,kansasensis,Inferred_teeth,0.3,0.454,0,0.929,0.048,1.015
Mustelidae,Leptarctus,martini,Inferred_teeth,0.275,0.487,0,0.944,0.042,1.027
Mustelidae,Leptarctus,mummorum,Inferred_teeth,0.287,0.751,0,1.061,0.044,1.133
Mustelidae,Leptarctus,neimenguensis,Inferred_teeth,0.302,0.412,0.05,0.914,0,0.996
Mustelidae,Leptarctus,oregonensis,Inferred_teeth,0.263,0.242,0,0.839,0.041,0.927
Mustelidae,Leptarctus,primus,Inferred_teeth,0.281,0.391,0,0.886,0,1.004
Mustelidae,Leptarctus,progressus,Inferred_teeth,0.275,0.303,0,0.863,0.041,0.954
Mustelidae,Leptarctus,supremus,Inferred_teeth,0.316,0.632,0,1.009,0.053,1.086
Mustelidae,Leptarctus,timmi,Inferred_teeth,0.266,0.489,0.039,0.944,0,1.029
Mustelidae,Leptarctus,webbi,Inferred_teeth,0.301,0.554,0.049,0.972,0,1.057
Mustelidae,Leptarctus,woodburnei,Inferred_teeth,0.317,0.546,0.053,0.969,0,1.053
Mustelidae,Leptarctus,wortmani,Inferred_teeth,0.297,0.526,0,0.959,0,1.045
Mustelidae,Limnonyx,pontica,Inferred_teeth,0.226,0.846,0.049,1.055,0,1.148
Mustelidae,Limnonyx,sinerizi,Inferred_teeth,0.27,0.672,0.06,0.985,0,1.072
Mustelidae,Lontra,canadensis,Measured,0,0.908,0,1.072,0,1.146
Mustelidae,Lontra,felina,Measured,0,1.486,0.052,1.076,0,1.106
Mustelidae,Lontra,longicaudis,Measured,0,0.817,0.052,1.083,0,1.165
Mustelidae,Lontra,provocax,Measured,0,0.875,0.072,1.001,0.064,1.056
Mustelidae,Lontra,weiri,Inferred_teeth,0.181,0.886,0.046,1.031,0,1.094
Mustelidae,Lutra,affinis,Inferred_teeth,0.232,0.686,0.053,0.985,0,1.057
Mustelidae,Lutra,aonychoides,Inferred_teeth,0.229,1.182,0.053,1.185,0,1.279
Mustelidae,Lutra,castiglionis,Inferred_teeth,0.217,0.877,0.039,1.071,0,1.127
Mustelidae,Lutra,euxena,Inferred_Phylogeny,0.301,0.901,0.099,1.08,0.098,1.137
Mustelidae,Lutra,fatimazohrae,Inferred_teeth,0.203,0.944,0.039,1.097,0,1.155
Mustelidae,Lutra,libyca,Inferred_teeth,0.232,0.43,0,0.857,0.052,0.964
Mustelidae,Lutra,licenti,Inferred_teeth,0.248,0.921,0,1.068,0.056,1.134
Mustelidae,Lutra,lutra,Measured,0,0.944,0.039,1.055,0,1.106
Mustelidae,Lutra,palaeindica,Inferred_teeth,0.198,0.857,0,1.061,0,1.117
Mustelidae,Lutra,simplicidens,Inferred_teeth,0.204,0.827,0.039,1.05,0,1.105
Mustelidae,Lutra,sumatrana,Measured,0,0.74,0.072,1.042,0.071,1.101
Mustelidae,Lutraeximia,trinacriae,Inferred_teeth,0.212,0.839,0,1.049,0,1.117
Mustelidae,Lutraeximia,umbra,Inferred_teeth,0.212,1.042,0,1.141,0.038,1.196
Mustelidae,Lutravus,halli,Inferred_teeth,0.215,0.86,0,1.057,0,1.143
Mustelidae,Lutrogale,cretensis,Inferred_teeth,0.176,1.037,0,1.164,0,1.205
Mustelidae,Lutrogale,palaeoleptonyx,Inferred_teeth,0.198,1.057,0,1.167,0.041,1.217
